country,year,population_0-19,population_20-39,population_40-59,population_60+
Sierra Leone,2006,1540000,1550000,725000,299000
Sierra Leone,2007,1570000,1590000,741000,303000
Sierra Leone,2008,1600000,1640000,762000,308000
Sierra Leone,2009,1640000,1690000,787000,311000
Sierra Leone,2010,1680000,1750000,813000,316000
Sierra Leone,2011,1720000,1800000,839000,321000
Sierra Leone,2012,1760000,1860000,865000,327000
Sierra Leone,2013,1790000,1910000,892000,333000
Sierra Leone,2014,1820000,1970000,920000,339000
Sierra Leone,2015,1850000,2030000,949000,346000
Sierra Leone,2016,1880000,2100000,980000,354000
Sierra Leone,2017,1910000,2160000,1010000,364000
Sierra Leone,2018,1940000,2230000,1050000,374000
Sierra Leone,2019,1970000,2300000,1080000,385000
Sierra Leone,2020,2000000,2380000,1120000,397000
Sierra Leone,2021,2030000,2450000,1160000,409000
Sierra Leone,2022,2060000,2530000,1190000,422000
Sierra Leone,2023,2080000,2610000,1230000,437000
Sierra Leone,2024,2110000,2680000,1280000,452000
Singapore,1950,262800,315000,152000,37400
Singapore,1951,285000,325000,164000,38000
Singapore,1952,310000,336000,175000,39100
Singapore,1953,334000,348000,187000,40800
Singapore,1954,355000,361000,198000,43400
Singapore,1955,375000,376000,210000,46900
Singapore,1956,390000,392000,221000,51200
Singapore,1957,402000,408000,230000,55700
Singapore,1958,408000,420000,239000,59600
Singapore,1959,414000,430000,246000,63400
Singapore,1960,418000,441000,252000,67400
Singapore,1961,424000,451000,259000,71700
Singapore,1962,432000,461000,265000,76200
Singapore,1963,444000,470000,271000,81000
Singapore,1964,458000,479000,277000,86000
Singapore,1965,472000,490000,283000,91100
Singapore,1966,483000,505000,289000,96300
Singapore,1967,490000,522000,296000,102000
Singapore,1968,493000,544000,304000,107000
Singapore,1969,494000,568000,311000,113000
Singapore,1970,492000,593000,318000,119000
Singapore,1971,492000,618000,325000,126000
Singapore,1972,495000,645000,331000,132000
Singapore,1973,500000,674000,338000,138000
Singapore,1974,507000,705000,345000,143000
Singapore,1975,511000,737000,353000,149000
Singapore,1976,511000,771000,362000,154000
Singapore,1977,507000,806000,370000,159000
Singapore,1978,498000,842000,380000,164000
Singapore,1979,488000,875000,392000,169000
Singapore,1980,482000,921000,409000,175000
Singapore,1981,485000,991000,430000,183000
Singapore,1982,490000,1060000,449000,190000
Singapore,1983,488000,1110000,462000,197000
Singapore,1984,480000,1140000,471000,203000
Singapore,1985,468000,1160000,477000,209000
Singapore,1986,457000,1170000,486000,216000
Singapore,1987,454000,1180000,507000,225000
Singapore,1988,464000,1210000,534000,235000
Singapore,1989,479000,1240000,564000,246000
Singapore,1990,492000,1280000,598000,256000
Singapore,1991,504000,1310000,633000,265000
Singapore,1992,512000,1350000,668000,275000
Singapore,1993,514000,1380000,706000,284000
Singapore,1994,516000,1410000,747000,295000
Singapore,1995,523000,1450000,792000,307000
Singapore,1996,533000,1500000,843000,317000
Singapore,1997,543000,1550000,897000,327000
Singapore,1998,548000,1580000,945000,340000
Singapore,1999,545000,1580000,984000,355000
Singapore,2000,543000,1580000,1020000,372000
Singapore,2001,543000,1600000,1060000,389000
Singapore,2002,537000,1590000,1100000,398000
Singapore,2003,532000,1560000,1120000,404000
Singapore,2004,536000,1550000,1160000,414000
Singapore,2005,546000,1570000,1200000,429000
Singapore,2006,564000,1630000,1250000,449000
Singapore,2007,589000,1730000,1290000,478000
Singapore,2008,614000,1840000,1330000,511000
Singapore,2009,629000,1930000,1360000,546000
Singapore,2010,637000,1980000,1390000,578000
Singapore,2011,644000,2030000,1410000,610000
Singapore,2012,653000,2080000,1440000,644000
Singapore,2013,655000,2110000,1460000,680000
Singapore,2014,655000,2140000,1470000,718000
Singapore,2015,658000,2160000,1480000,757000
Singapore,2016,659000,2180000,1480000,798000
Singapore,2017,654000,2170000,1480000,840000
Singapore,2018,647000,2170000,1470000,881000
Singapore,2019,641000,2180000,1470000,920000
Singapore,2020,623000,2140000,1450000,953000
Singapore,2021,604000,2090000,1420000,982000
Singapore,2022,610000,2130000,1440000,1020000
Singapore,2023,605000,2190000,1470000,1070000
Singapore,2024,571000,2210000,1490000,1110000
Sint Maarten (Dutch part),1950,346,356,278,238
Sint Maarten (Dutch part),1951,370,383,285,237
Sint Maarten (Dutch part),1952,386,412,294,224
Sint Maarten (Dutch part),1953,398,442,304,210
Sint Maarten (Dutch part),1954,412,471,311,200
Sint Maarten (Dutch part),1955,437,493,323,203
Sint Maarten (Dutch part),1956,475,507,340,221
Sint Maarten (Dutch part),1957,520,521,355,243
Sint Maarten (Dutch part),1958,569,539,379,265
Sint Maarten (Dutch part),1959,623,557,405,288
Sint Maarten (Dutch part),1960,684,597,433,311
Sint Maarten (Dutch part),1961,760,672,463,317
Sint Maarten (Dutch part),1962,857,766,495,316
Sint Maarten (Dutch part),1963,964,873,533,314
Sint Maarten (Dutch part),1964,1070,993,576,317
Sint Maarten (Dutch part),1965,1190,1130,620,318
Sint Maarten (Dutch part),1966,1310,1280,667,319
Sint Maarten (Dutch part),1967,1410,1450,718,328
Sint Maarten (Dutch part),1968,1500,1620,770,346
Sint Maarten (Dutch part),1969,1580,1810,823,369
Sint Maarten (Dutch part),1970,1630,2010,881,400
Sint Maarten (Dutch part),1971,1660,2230,941,434
Sint Maarten (Dutch part),1972,1720,2450,992,468
Sint Maarten (Dutch part),1973,1830,2700,1030,495
Sint Maarten (Dutch part),1974,1980,2990,1060,522
Sint Maarten (Dutch part),1975,2110,3310,1100,550
Sint Maarten (Dutch part),1976,2240,3650,1150,575
Sint Maarten (Dutch part),1977,2340,4020,1200,611
Sint Maarten (Dutch part),1978,2420,4380,1280,653
Sint Maarten (Dutch part),1979,2480,4740,1360,699
Sint Maarten (Dutch part),1980,2520,5090,1450,742
Sint Maarten (Dutch part),1981,2660,5490,1580,779
Sint Maarten (Dutch part),1982,2980,6070,1730,812
Sint Maarten (Dutch part),1983,3390,6810,1910,845
Sint Maarten (Dutch part),1984,3760,7630,2130,882
Sint Maarten (Dutch part),1985,4050,8530,2400,922
Sint Maarten (Dutch part),1986,4300,9490,2720,962
Sint Maarten (Dutch part),1987,4490,10500,3100,1000
Sint Maarten (Dutch part),1988,4650,11400,3520,1040
Sint Maarten (Dutch part),1989,4840,12400,4000,1090
Sint Maarten (Dutch part),1990,5060,13300,4540,1150
Sint Maarten (Dutch part),1991,5330,14100,5150,1220
Sint Maarten (Dutch part),1992,5560,14500,5740,1270
Sint Maarten (Dutch part),1993,5560,14400,6170,1290
Sint Maarten (Dutch part),1994,5390,13900,6510,1310
Sint Maarten (Dutch part),1995,5170,13500,6820,1330
Sint Maarten (Dutch part),1996,4910,13100,7110,1350
Sint Maarten (Dutch part),1997,4660,12700,7370,1380
Sint Maarten (Dutch part),1998,4530,12300,7610,1400
Sint Maarten (Dutch part),1999,4500,11900,7830,1420
Sint Maarten (Dutch part),2000,4540,11500,8030,1450
Sint Maarten (Dutch part),2001,4630,11100,8240,1500
Sint Maarten (Dutch part),2002,4720,10900,8570,1590
Sint Maarten (Dutch part),2003,4780,10700,8970,1710
Sint Maarten (Dutch part),2004,4820,10500,9380,1830
Sint Maarten (Dutch part),2005,4810,10300,9750,1980
Sint Maarten (Dutch part),2006,4770,10200,10100,2180
Sint Maarten (Dutch part),2007,4740,10100,10300,2400
Sint Maarten (Dutch part),2008,4730,10000,10500,2630
Sint Maarten (Dutch part),2009,4750,9920,10800,2880
Sint Maarten (Dutch part),2010,4740,9800,11000,3130
Sint Maarten (Dutch part),2011,4790,9730,11200,3440
Sint Maarten (Dutch part),2012,4870,9760,11600,3770
Sint Maarten (Dutch part),2013,4890,9870,12000,4130
Sint Maarten (Dutch part),2014,4820,10000,12300,4530
Sint Maarten (Dutch part),2015,4740,10200,12600,4960
Sint Maarten (Dutch part),2016,4650,10300,12900,5400
Sint Maarten (Dutch part),2017,4510,10400,13200,5860
Sint Maarten (Dutch part),2018,4370,10400,13500,6340
Sint Maarten (Dutch part),2019,4260,10400,13700,6840
Sint Maarten (Dutch part),2020,4180,10400,14000,7350
Sint Maarten (Dutch part),2021,4120,10300,14200,7890
Sint Maarten (Dutch part),2022,4200,10300,14300,8380
Sint Maarten (Dutch part),2023,4400,10400,14200,8820
Sint Maarten (Dutch part),2024,4590,10600,14100,9310
Slovak Republic,1950,685000,1030000,786000,342000
Slovak Republic,1951,700000,1040000,808000,348000
Slovak Republic,1952,715000,1050000,830000,353000
Slovak Republic,1953,728000,1060000,852000,360000
Slovak Republic,1954,742000,1070000,871000,368000
Slovak Republic,1955,756000,1080000,880000,378000
Slovak Republic,1956,767000,1110000,877000,391000
Slovak Republic,1957,774000,1130000,867000,404000
Slovak Republic,1958,778000,1160000,855000,418000
Slovak Republic,1959,778000,1180000,854000,434000
Slovak Republic,1960,774000,1190000,864000,451000
Slovak Republic,1961,767000,1190000,879000,471000
Slovak Republic,1962,765000,1190000,898000,489000
Slovak Republic,1963,771000,1180000,914000,506000
Slovak Republic,1964,781000,1180000,929000,524000
Slovak Republic,1965,796000,1180000,941000,541000
Slovak Republic,1966,814000,1180000,952000,557000
Slovak Republic,1967,828000,1180000,961000,574000
Slovak Republic,1968,832000,1190000,968000,592000
Slovak Republic,1969,836000,1200000,973000,610000
Slovak Republic,1970,842000,1220000,978000,627000
Slovak Republic,1971,848000,1240000,985000,640000
Slovak Republic,1972,854000,1270000,992000,654000
Slovak Republic,1973,863000,1300000,996000,669000
Slovak Republic,1974,874000,1340000,998000,683000
Slovak Republic,1975,881000,1370000,1010000,689000
Slovak Republic,1976,887000,1400000,1020000,684000
Slovak Republic,1977,891000,1440000,1050000,672000
Slovak Republic,1978,892000,1470000,1070000,658000
Slovak Republic,1979,895000,1500000,1080000,656000
Slovak Republic,1980,892000,1520000,1080000,665000
Slovak Republic,1981,883000,1540000,1080000,678000
Slovak Republic,1982,870000,1560000,1080000,694000
Slovak Republic,1983,855000,1580000,1070000,709000
Slovak Republic,1984,838000,1600000,1070000,722000
Slovak Republic,1985,827000,1610000,1060000,733000
Slovak Republic,1986,823000,1630000,1060000,742000
Slovak Republic,1987,822000,1630000,1070000,752000
Slovak Republic,1988,827000,1620000,1090000,761000
Slovak Republic,1989,834000,1620000,1100000,769000
Slovak Republic,1990,838000,1610000,1120000,778000
Slovak Republic,1991,845000,1600000,1140000,786000
Slovak Republic,1992,851000,1600000,1170000,793000
Slovak Republic,1993,853000,1590000,1190000,799000
Slovak Republic,1994,847000,1600000,1220000,804000
Slovak Republic,1995,834000,1600000,1260000,808000
Slovak Republic,1996,813000,1610000,1290000,811000
Slovak Republic,1997,792000,1610000,1320000,814000
Slovak Republic,1998,771000,1620000,1350000,816000
Slovak Republic,1999,752000,1630000,1380000,820000
Slovak Republic,2000,738000,1650000,1400000,825000
Slovak Republic,2001,724000,1660000,1420000,832000
Slovak Republic,2002,709000,1670000,1440000,840000
Slovak Republic,2003,695000,1680000,1460000,849000
Slovak Republic,2004,683000,1690000,1480000,858000
Slovak Republic,2005,672000,1690000,1500000,868000
Slovak Republic,2006,664000,1700000,1510000,878000
Slovak Republic,2007,659000,1710000,1520000,893000
Slovak Republic,2008,655000,1720000,1510000,915000
Slovak Republic,2009,650000,1730000,1510000,938000
Slovak Republic,2010,641000,1730000,1510000,964000
Slovak Republic,2011,628000,1730000,1500000,995000
Slovak Republic,2012,615000,1720000,1500000,1030000
Slovak Republic,2013,600000,1710000,1500000,1060000
Slovak Republic,2014,586000,1690000,1500000,1090000
Slovak Republic,2015,576000,1660000,1510000,1130000
Slovak Republic,2016,567000,1630000,1520000,1160000
Slovak Republic,2017,560000,1600000,1530000,1190000
Slovak Republic,2018,557000,1560000,1540000,1220000
Slovak Republic,2019,557000,1530000,1550000,1250000
Slovak Republic,2020,557000,1490000,1560000,1270000
Slovak Republic,2021,554000,1450000,1570000,1280000
Slovak Republic,2022,556000,1430000,1600000,1310000
Slovak Republic,2023,558000,1400000,1620000,1340000
Slovak Republic,2024,554000,1360000,1630000,1360000
Slovenia,1950,284000,410000,332000,162000
Slovenia,1951,288000,418000,339000,163000
Slovenia,1952,290000,426000,346000,164000
Slovenia,1953,290000,432000,353000,166000
Slovenia,1954,290000,438000,360000,168000
Slovenia,1955,289000,445000,363000,171000
Slovenia,1956,286000,458000,361000,173000
Slovenia,1957,285000,471000,356000,177000
Slovenia,1958,284000,484000,351000,181000
Slovenia,1959,281000,494000,348000,185000
Slovenia,1960,274000,501000,348000,191000
Slovenia,1961,269000,506000,348000,199000
Slovenia,1962,266000,511000,349000,205000
Slovenia,1963,267000,516000,351000,211000
Slovenia,1964,271000,519000,354000,217000
Slovenia,1965,281000,517000,357000,223000
Slovenia,1966,292000,516000,360000,229000
Slovenia,1967,298000,518000,364000,235000
Slovenia,1968,302000,521000,369000,241000
Slovenia,1969,303000,524000,373000,246000
Slovenia,1970,300000,529000,378000,252000
Slovenia,1971,296000,534000,384000,258000
Slovenia,1972,293000,539000,389000,265000
Slovenia,1973,291000,544000,394000,271000
Slovenia,1974,290000,551000,400000,276000
Slovenia,1975,290000,557000,407000,278000
Slovenia,1976,292000,564000,419000,276000
Slovenia,1977,292000,571000,432000,271000
Slovenia,1978,294000,579000,444000,267000
Slovenia,1979,296000,585000,454000,266000
Slovenia,1980,297000,592000,460000,268000
Slovenia,1981,298000,595000,465000,271000
Slovenia,1982,296000,593000,468000,274000
Slovenia,1983,293000,594000,470000,277000
Slovenia,1984,288000,600000,472000,281000
Slovenia,1985,283000,609000,470000,285000
Slovenia,1986,277000,627000,474000,289000
Slovenia,1987,273000,639000,482000,295000
Slovenia,1988,271000,640000,484000,301000
Slovenia,1989,270000,637000,486000,308000
Slovenia,1990,268000,632000,491000,315000
Slovenia,1991,267000,626000,496000,323000
Slovenia,1992,264000,619000,502000,330000
Slovenia,1993,258000,611000,509000,337000
Slovenia,1994,254000,605000,515000,343000
Slovenia,1995,252000,604000,518000,350000
Slovenia,1996,249900,604000,522000,356000
Slovenia,1997,245600,602000,529000,362000
Slovenia,1998,240700,598000,535000,367000
Slovenia,1999,235800,599000,542000,373000
Slovenia,2000,230600,601000,550000,380000
Slovenia,2001,225700,601000,558000,386000
Slovenia,2002,220900,599000,565000,393000
Slovenia,2003,218300,597000,571000,400000
Slovenia,2004,216200,593000,578000,406000
Slovenia,2005,213500,590000,589000,409000
Slovenia,2006,211200,586000,600000,413000
Slovenia,2007,209000,587000,608000,421000
Slovenia,2008,207600,588000,612000,430000
Slovenia,2009,207000,588000,615000,440000
Slovenia,2010,208000,585000,614000,452000
Slovenia,2011,209000,579000,612000,464000
Slovenia,2012,209300,571000,610000,477000
Slovenia,2013,208600,562000,608000,489000
Slovenia,2014,205900,552000,606000,502000
Slovenia,2015,202800,541000,604000,514000
Slovenia,2016,200100,530000,603000,527000
Slovenia,2017,197300,518000,603000,538000
Slovenia,2018,196000,510000,605000,549000
Slovenia,2019,195300,507000,610000,559000
Slovenia,2020,195300,509000,614000,567000
Slovenia,2021,195600,506000,617000,574000
Slovenia,2022,195700,495000,619000,584000
Slovenia,2023,196900,485000,620000,596000
Slovenia,2024,199800,475000,619000,607000
Solomon Islands,1950,31300,29100,13200,7090
Solomon Islands,1951,31900,29800,13500,6910
Solomon Islands,1952,32700,30600,13700,6750
Solomon Islands,1953,33300,31400,14000,6590
Solomon Islands,1954,33800,32200,14400,6440
Solomon Islands,1955,34600,33100,14800,6310
Solomon Islands,1956,35600,34000,15200,6190
Solomon Islands,1957,36700,34900,15600,6090
Solomon Islands,1958,37800,35800,16100,6020
Solomon Islands,1959,39200,36800,16500,6010
Solomon Islands,1960,40400,37600,17000,6130
Solomon Islands,1961,41500,38500,17500,6340
Solomon Islands,1962,42600,39300,18000,6580
Solomon Islands,1963,43600,40100,18500,6840
Solomon Islands,1964,44700,41000,19000,7120
Solomon Islands,1965,45500,41800,19500,7430
Solomon Islands,1966,46200,42700,20000,7760
Solomon Islands,1967,47100,43400,20500,8100
Solomon Islands,1968,47900,44200,21100,8470
Solomon Islands,1969,49100,44800,21600,8850
Solomon Islands,1970,50400,45500,22100,9110
Solomon Islands,1971,51900,46400,22600,9240
Solomon Islands,1972,53700,47300,23100,9390
Solomon Islands,1973,55600,48300,23500,9590
Solomon Islands,1974,57600,49300,24000,9840
Solomon Islands,1975,59800,50400,24400,10100
Solomon Islands,1976,61900,51700,24900,10400
Solomon Islands,1977,63700,53300,25700,10700
Solomon Islands,1978,65500,55100,26600,11000
Solomon Islands,1979,67300,56900,27500,11300
Solomon Islands,1980,69100,58900,28400,11700
Solomon Islands,1981,71100,61000,29300,12100
Solomon Islands,1982,73400,63300,30300,12600
Solomon Islands,1983,75700,65700,31300,13100
Solomon Islands,1984,77900,68200,32200,13600
Solomon Islands,1985,80300,70800,33300,14100
Solomon Islands,1986,82800,73700,34300,14700
Solomon Islands,1987,85900,76600,35300,15200
Solomon Islands,1988,89600,79600,36300,15600
Solomon Islands,1989,93200,82800,37300,16100
Solomon Islands,1990,96500,86300,38400,16600
Solomon Islands,1991,99700,90000,39500,17100
Solomon Islands,1992,102100,94000,40700,17600
Solomon Islands,1993,104300,98200,41900,18200
Solomon Islands,1994,106300,103000,43200,18700
Solomon Islands,1995,108500,107000,44500,19300
Solomon Islands,1996,110900,112000,45900,19900
Solomon Islands,1997,113400,116000,47300,20500
Solomon Islands,1998,115900,120000,48800,21100
Solomon Islands,1999,118100,125000,50400,21800
Solomon Islands,2000,119900,129000,52000,22300
Solomon Islands,2001,121500,133000,53500,22800
Solomon Islands,2002,122900,137000,55200,23200
Solomon Islands,2003,124000,140000,56900,23800
Solomon Islands,2004,125300,144000,58800,24300
Solomon Islands,2005,126300,147000,60600,24800
Solomon Islands,2006,127200,150000,62500,25300
Solomon Islands,2007,128300,153000,64500,25800
Solomon Islands,2008,129600,156000,66500,26400
Solomon Islands,2009,131200,158000,68700,26900
Solomon Islands,2010,134500,162000,72000,27700
Solomon Islands,2011,139400,167000,76100,28800
Solomon Islands,2012,144700,173000,80500,30000
Solomon Islands,2013,150200,178000,85100,31400
Solomon Islands,2014,156100,183000,89800,32800
Solomon Islands,2015,161600,189000,94700,34300
Solomon Islands,2016,166700,196000,99800,35900
Solomon Islands,2017,170900,202000,105000,37500
Solomon Islands,2018,175400,209000,110000,39400
Solomon Islands,2019,177400,215000,115000,40700
Solomon Islands,2020,179000,220000,120000,41500
Solomon Islands,2021,181600,227000,124000,42400
Solomon Islands,2022,183100,233000,129000,43700
Solomon Islands,2023,185700,240000,134000,45200
Solomon Islands,2024,188400,247000,139000,46900
Somalia,1950,594000,640000,345000,103000
Somalia,1951,623000,650000,352000,108000
Somalia,1952,651000,660000,360000,113000
Somalia,1953,679000,670000,368000,118000
Somalia,1954,703000,681000,376000,123000
Somalia,1955,720000,693000,383000,128000
Somalia,1956,734000,705000,391000,132000
Somalia,1957,745000,719000,399000,137000
Somalia,1958,757000,734000,407000,142000
Somalia,1959,770000,748000,415000,147000
Somalia,1960,788000,763000,423000,152000
Somalia,1961,806000,777000,431000,157000
Somalia,1962,829000,791000,440000,162000
Somalia,1963,851000,806000,448000,167000
Somalia,1964,878000,822000,457000,172000
Somalia,1965,909000,839000,466000,177000
Somalia,1966,944000,858000,475000,182000
Somalia,1967,977000,879000,484000,187000
Somalia,1968,1010000,901000,493000,192000
Somalia,1969,1040000,926000,502000,197000
Somalia,1970,1070000,956000,511000,202000
Somalia,1971,1100000,991000,520000,208000
Somalia,1972,1130000,1030000,529000,213000
Somalia,1973,1160000,1060000,537000,219000
Somalia,1974,1180000,1100000,547000,224000
Somalia,1975,1210000,1140000,556000,229000
Somalia,1976,1240000,1170000,567000,234000
Somalia,1977,1270000,1210000,579000,239000
Somalia,1978,1370000,1300000,619000,255000
Somalia,1979,1560000,1470000,695000,288000
Somalia,1980,1710000,1610000,751000,312000
Somalia,1981,1730000,1620000,750000,312000
Somalia,1982,1750000,1630000,744000,311000
Somalia,1983,1810000,1690000,760000,318000
Somalia,1984,1880000,1750000,780000,327000
Somalia,1985,1970000,1820000,804000,338000
Somalia,1986,2050000,1900000,831000,348000
Somalia,1987,2120000,1960000,855000,357000
Somalia,1988,2130000,1960000,850000,353000
Somalia,1989,2100000,1910000,831000,342000
Somalia,1990,2090000,1890000,827000,337000
Somalia,1991,1990000,1820000,803000,316000
Somalia,1992,1850000,1750000,776000,289000
Somalia,1993,1890000,1800000,805000,291000
Somalia,1994,2020000,1880000,847000,303000
Somalia,1995,2140000,1930000,879000,312000
Somalia,1996,2270000,1990000,911000,321000
Somalia,1997,2400000,2050000,942000,331000
Somalia,1998,2520000,2130000,980000,344000
Somalia,1999,2630000,2210000,1020000,356000
Somalia,2000,2730000,2290000,1060000,367000
Somalia,2001,2840000,2380000,1100000,379000
Somalia,2002,2950000,2470000,1140000,389000
Somalia,2003,3050000,2560000,1180000,400000
Somalia,2004,3150000,2660000,1220000,411000
Somalia,2005,3220000,2750000,1260000,422000
Somalia,2006,3270000,2840000,1300000,432000
Somalia,2007,3340000,2930000,1330000,444000
Somalia,2008,3430000,3020000,1370000,456000
Somalia,2009,3540000,3090000,1400000,467000
Somalia,2010,3640000,3150000,1420000,481000
Somalia,2011,3660000,3170000,1430000,484000
Somalia,2012,3700000,3200000,1440000,488000
Somalia,2013,3830000,3310000,1480000,508000
Somalia,2014,4000000,3450000,1520000,531000
Somalia,2015,4170000,3580000,1570000,553000
Somalia,2016,4370000,3740000,1620000,578000
Somalia,2017,4550000,3910000,1680000,604000
Somalia,2018,4690000,4070000,1740000,628000
Somalia,2019,4840000,4240000,1810000,655000
Somalia,2020,5000000,4430000,1880000,681000
Somalia,2021,5170000,4610000,1950000,704000
Somalia,2022,5290000,4780000,2010000,725000
Somalia,2023,5410000,4950000,2090000,750000
Somalia,2024,5550000,5150000,2170000,782000
South Africa,1950,3390000,3850000,1940000,784000
South Africa,1951,3450000,3910000,1990000,784000
South Africa,1952,3520000,3970000,2040000,785000
South Africa,1953,3580000,4020000,2100000,787000
South Africa,1954,3660000,4070000,2170000,792000
South Africa,1955,3750000,4130000,2230000,799000
South Africa,1956,3860000,4190000,2300000,810000
South Africa,1957,3970000,4250000,2360000,823000
South Africa,1958,4090000,4310000,2430000,839000
South Africa,1959,4210000,4370000,2490000,858000
South Africa,1960,4340000,4470000,2550000,882000
South Africa,1961,4490000,4590000,2610000,911000
South Africa,1962,4640000,4710000,2670000,944000
South Africa,1963,4800000,4860000,2730000,980000
South Africa,1964,4960000,5010000,2790000,1020000
South Africa,1965,5110000,5180000,2850000,1060000
South Africa,1966,5270000,5360000,2910000,1100000
South Africa,1967,5440000,5550000,2970000,1140000
South Africa,1968,5610000,5750000,3030000,1190000
South Africa,1969,5790000,5960000,3090000,1230000
South Africa,1970,5980000,6150000,3160000,1280000
South Africa,1971,6160000,6350000,3230000,1320000
South Africa,1972,6340000,6560000,3300000,1360000
South Africa,1973,6510000,6790000,3370000,1400000
South Africa,1974,6660000,7020000,3450000,1440000
South Africa,1975,6810000,7260000,3530000,1490000
South Africa,1976,6950000,7500000,3610000,1530000
South Africa,1977,7080000,7760000,3700000,1580000
South Africa,1978,7210000,8030000,3800000,1620000
South Africa,1979,7350000,8310000,3900000,1670000
South Africa,1980,7550000,8620000,4040000,1730000
South Africa,1981,7810000,8990000,4220000,1800000
South Africa,1982,8090000,9370000,4420000,1880000
South Africa,1983,8380000,9760000,4620000,1970000
South Africa,1984,8630000,10200000,4840000,2060000
South Africa,1985,8880000,10600000,5050000,2140000
South Africa,1986,9140000,11000000,5260000,2190000
South Africa,1987,9410000,11400000,5480000,2250000
South Africa,1988,9620000,11800000,5700000,2310000
South Africa,1989,9770000,12300000,5940000,2370000
South Africa,1990,9820000,12700000,6200000,2450000
South Africa,1991,9770000,13100000,6430000,2520000
South Africa,1992,9730000,13300000,6540000,2610000
South Africa,1993,9560000,13600000,6900000,2670000
South Africa,1994,9560000,13800000,7020000,2750000
South Africa,1995,9810000,13800000,6800000,2870000
South Africa,1996,10070000,14000000,6650000,2970000
South Africa,1997,10280000,14100000,6620000,3070000
South Africa,1998,10350000,14400000,6810000,3130000
South Africa,1999,10460000,14600000,7010000,3210000
South Africa,2000,10570000,14800000,7220000,3280000
South Africa,2001,10640000,14900000,7440000,3360000
South Africa,2002,10680000,15200000,7650000,3430000
South Africa,2003,10690000,15600000,7870000,3500000
South Africa,2004,10700000,16000000,8070000,3560000
South Africa,2005,10710000,16400000,8270000,3610000
South Africa,2006,10760000,16800000,8460000,3650000
South Africa,2007,10830000,17200000,8640000,3710000
South Africa,2008,10940000,17600000,8810000,3780000
South Africa,2009,11000000,18000000,8990000,3860000
South Africa,2010,11010000,18400000,9170000,3960000
South Africa,2011,11010000,18800000,9370000,4050000
South Africa,2012,10990000,19100000,9620000,4160000
South Africa,2013,10920000,19500000,9930000,4300000
South Africa,2014,10860000,19900000,10200000,4420000
South Africa,2015,10860000,20500000,10500000,4550000
South Africa,2016,10720000,20700000,10700000,4680000
South Africa,2017,10530000,20700000,10900000,4860000
South Africa,2018,10450000,21000000,11300000,5120000
South Africa,2019,10420000,21200000,11700000,5400000
South Africa,2020,10490000,21500000,12100000,5670000
South Africa,2021,10690000,21700000,12600000,5910000
South Africa,2022,10930000,21800000,13000000,6110000
South Africa,2023,11120000,21800000,13400000,6310000
South Africa,2024,11270000,21800000,13800000,6500000
South Korea,1950,5040000,5360000,3080000,999000
South Korea,1951,5110000,5340000,3080000,998000
South Korea,1952,5260000,5430000,3110000,1010000
South Korea,1953,5530000,5600000,3180000,1040000
South Korea,1954,5830000,5820000,3260000,1080000
South Korea,1955,6130000,6080000,3340000,1130000
South Korea,1956,6450000,6350000,3430000,1170000
South Korea,1957,6730000,6650000,3510000,1230000
South Korea,1958,6950000,6970000,3590000,1280000
South Korea,1959,7120000,7270000,3690000,1320000
South Korea,1960,7280000,7540000,3780000,1360000
South Korea,1961,7400000,7750000,3880000,1390000
South Korea,1962,7500000,7900000,3970000,1420000
South Korea,1963,7540000,8020000,4060000,1450000
South Korea,1964,7560000,8110000,4140000,1480000
South Korea,1965,7530000,8200000,4200000,1500000
South Korea,1966,7490000,8320000,4260000,1540000
South Korea,1967,7490000,8500000,4350000,1580000
South Korea,1968,7510000,8710000,4450000,1640000
South Korea,1969,7610000,8900000,4550000,1710000
South Korea,1970,7850000,9090000,4650000,1780000
South Korea,1971,8120000,9290000,4770000,1840000
South Korea,1972,8340000,9530000,4910000,1890000
South Korea,1973,8550000,9780000,5070000,1940000
South Korea,1974,8730000,10000000,5260000,1980000
South Korea,1975,8780000,10300000,5460000,2020000
South Korea,1976,8770000,10600000,5650000,2080000
South Korea,1977,8740000,10900000,5830000,2140000
South Korea,1978,8640000,11300000,6010000,2190000
South Korea,1979,8470000,11700000,6210000,2230000
South Korea,1980,8320000,12100000,6390000,2280000
South Korea,1981,8290000,12500000,6580000,2360000
South Korea,1982,8320000,12900000,6790000,2460000
South Korea,1983,8310000,13400000,6970000,2570000
South Korea,1984,8310000,13800000,7120000,2660000
South Korea,1985,8260000,14300000,7270000,2760000
South Korea,1986,8230000,14700000,7450000,2850000
South Korea,1987,8230000,15100000,7680000,2960000
South Korea,1988,8180000,15500000,7920000,3060000
South Korea,1989,8080000,16000000,8140000,3180000
South Korea,1990,7940000,16500000,8350000,3300000
South Korea,1991,7770000,16800000,8540000,3430000
South Korea,1992,7610000,17000000,8750000,3570000
South Korea,1993,7490000,17200000,8960000,3730000
South Korea,1994,7430000,17300000,9200000,3900000
South Korea,1995,7450000,17400000,9490000,4080000
South Korea,1996,7500000,17300000,9810000,4270000
South Korea,1997,7550000,17200000,10100000,4470000
South Korea,1998,7510000,17000000,10500000,4680000
South Korea,1999,7350000,16900000,10800000,4890000
South Korea,2000,7070000,16800000,11200000,5100000
South Korea,2001,6740000,16700000,11600000,5330000
